id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1827148,1827151,0,0,0,0,0,0,0,1
1827148,1839412,2,1.820478453,0.5,9,0.666666667,1,0,1
1827148,1849364,0,0,0,0,0,0,2,1
1827148,1863552,0,0,0,0,0,0,1,1
1827151,1829055,1,0.513898342,0.25,6,0.142857143,0.5,0,0
1827151,1863552,2,1.135233277,0.5,9,0.342857143,0.5,0,0
1827153,1827158,3,2.164042561,0.6,16,0.75,1,8,1
1827160,1847010,2,1.442695041,0.666666667,6,0.5,0.5,3,0
1827162,1827378,1,0.402429604,0.05,80,0.083333333,0.5,4,0
1827162,1845720,1,0.402429604,0.090909091,35,0.083333333,0.5,4,0
1827165,1827972,1,0.417032391,0.166666667,12,0.090909091,0.5,3,0
1827165,1838150,1,0.558110627,0.2,9,0.166666667,0.5,0,0
1827165,1843525,1,0.417032391,0.166666667,12,0.090909091,0.5,0,0
1827165,1844634,1,0.417032391,0.166666667,12,0.090909091,0.5,2,0
1827165,1858241,1,0.558110627,0.2,9,0.166666667,0.5,2,0
1827169,1837939,1,0.378923182,0.1,28,0.071428571,0.5,2,0
1827169,1838460,1,0.378923182,0.1,28,0.071428571,0.5,0,0
1827169,1841844,1,0.378923182,0.125,14,0.071428571,0.5,4,0
1827169,1847901,2,0.859821529,0.285714286,14,0.196428571,0.5,5,0
1827171,1832008,1,0.455119613,0.125,20,0.111111111,0.5,2,0
1827171,1832013,1,0.455119613,0.125,20,0.111111111,0.5,0,0
1827171,1853975,1,0.455119613,0.125,20,0.111111111,0.5,4,0
1827177,1842983,4,2.485339738,0.666666667,25,0.8,1,8,1
1827180,1837571,2,0.72134752,0.133333333,60,0.125,0.5,0,0
1827180,1841572,1,0.31465798,0.058823529,72,0.041666667,0.5,2,0
1827180,1842500,1,0.31465798,0.052631579,96,0.041666667,0.5,2,0
1827180,1853003,1,0.31465798,0.0625,60,0.041666667,0.5,2,0
1827180,1854403,1,0.31465798,0.043478261,144,0.041666667,0.5,2,0
1827180,1855347,2,0.72134752,0.133333333,60,0.125,0.5,3,0
1827182,1848240,1,0.402429604,0.090909091,36,0.083333333,0.5,2,0
1827182,1849741,1,0.402429604,0.05,90,0.083333333,0.5,2,0
1827184,1828307,1,0.323515453,0.052631579,51,0.045454545,0.5,0,0
1827184,1829306,2,0.8044138,0.117647059,34,0.170454545,0.5,1,0
1827184,1829470,1,0.323515453,0.038461538,170,0.045454545,0.5,0,0
1827184,1834010,1,0.323515453,0.035714286,204,0.045454545,0.5,0,0
1827184,1840282,7,3.286117815,0.4375,120,0.837121212,1,5,1
1827184,1840313,7,3.286117815,0.4375,120,0.837121212,1,0,1
1827184,1843395,1,0.345976256,0.038461538,170,0.055555556,0.5,2,0
1827184,1845880,2,0.757846363,0.086956522,136,0.142857143,0.5,0,0
1827184,1846547,2,0.757846363,0.086956522,136,0.142857143,0.5,3,0
1827184,1861200,1,0.323515453,0.05,68,0.045454545,0.5,0,0
1827185,1828307,1,0.323515453,0.05,54,0.045454545,0.5,0,0
1827185,1829306,2,0.8044138,0.111111111,36,0.170454545,0.5,1,0
1827185,1829450,1,0.352956124,0.041666667,126,0.058823529,0.5,2,0
1827185,1829465,1,0.352956124,0.032258065,252,0.058823529,0.5,2,0
1827185,1829470,1,0.323515453,0.037037037,180,0.045454545,0.5,0,0
1827185,1834010,1,0.323515453,0.034482759,216,0.045454545,0.5,0,0
1827185,1861200,1,0.323515453,0.047619048,72,0.045454545,0.5,0,0
1827185,1864646,3,1.221545088,0.157894737,72,0.258823529,0.5,3,0
1827189,1827875,1,0.333808201,0.055555556,78,0.05,0.5,0,0
1827189,1827879,1,0.333808201,0.111111111,24,0.05,0.5,2,0
1827189,1838779,1,0.333808201,0.0625,66,0.05,0.5,2,0
1827189,1844004,1,0.333808201,0.055555556,78,0.05,0.5,2,0
1827189,1844225,1,0.333808201,0.125,18,0.05,0.5,2,0
1827189,1863031,1,0.333808201,0.0625,66,0.05,0.5,0,0
1827190,1827875,1,0.333808201,0.0625,52,0.05,0.5,0,0
1827190,1827879,1,0.333808201,0.142857143,16,0.05,0.5,0,0
1827190,1838779,1,0.333808201,0.071428571,44,0.05,0.5,0,0
1827190,1844225,1,0.333808201,0.166666667,12,0.05,0.5,0,0
1827190,1854918,1,0.558110627,0.2,8,0.166666667,0.5,0,0
1827207,1827576,0,0,0,85,0,0,1,1
1827207,1827579,4,1.335202873,0.25,91,0.201923077,0.5,8,0
1827207,1829668,0,0,0,55,0,0,2,1
1827207,1830166,2,0.613855353,0.076923077,195,0.076923077,0.5,3,0
1827207,1830169,2,0.613855353,0.090909091,143,0.076923077,0.5,3,0
1827207,1831041,4,1.335202873,0.142857143,247,0.201923077,0.5,8,0
1827207,1831081,1,0.513898342,0.058823529,65,0.142857143,0.5,0,0
1827207,1832140,2,0.72134752,0.125,65,0.125,0.5,6,0
1827207,1832153,2,0.72134752,0.125,65,0.125,0.5,3,0
1827207,1835118,2,0.613855353,0.074074074,208,0.076923077,0.5,0,0
1827207,1835331,2,0.613855353,0.05,377,0.076923077,0.5,3,0
1827207,1838417,2,0.613855353,0.068965517,234,0.076923077,0.5,3,0
1827207,1842480,4,1.335202873,0.173913043,182,0.201923077,0.5,8,0
1827207,1842494,4,1.335202873,0.173913043,182,0.201923077,0.5,5,0
1827207,1850027,2,0.613855353,0.090909091,143,0.076923077,0.5,0,0
